id,type,subtype,url
534678,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=534678
205007,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205007
243467,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=243467
489792,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489792
443003,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=443003
571519,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=571519
145966,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=145966
158684,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=158684
489489,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489489
146168,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146168
139441,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139441
139709,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139709
140230,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=140230
234723,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=234723
146446,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146446
479441,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479441
88992,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=88992
567599,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=567599
497685,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=497685
139471,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=139471
401840,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401840
446026,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=446026
457240,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=457240
485462,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=485462
46078,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46078
466887,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466887
571439,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=571439
466888,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466888
571440,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=571440
532510,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=532510
175239,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=175239
370530,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370530
466891,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466891
39589,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39589
393950,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393950
3169,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3169
548529,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=548529
146443,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146443
534662,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=534662
489505,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489505
368969,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368969
370358,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370358
152534,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152534
491779,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=491779
130720,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=130720
491780,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=491780
39592,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39592
446146,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=446146
534682,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=534682
455758,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=455758
495981,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=495981
547406,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=547406
142363,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=142363
509365,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=509365
522276,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=522276
46735,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46735
485470,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=485470
191092,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=191092
2844,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2844
469883,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=469883
44656,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=44656
461056,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=461056
416916,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=416916
229952,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=229952
571443,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=571443
278070,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=278070
15876,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=15876
466896,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466896
9665,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=9665
9666,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=9666
51170,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=51170
43525,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=43525
221507,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221507
479374,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479374
247529,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=247529
202608,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202608
443017,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=443017
464076,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=464076
20213,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20213
489514,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489514
159730,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159730
44317,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=44317
393961,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393961
489515,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489515
452853,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=452853
534684,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=534684
386324,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386324
2845,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2845
438482,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=438482
42274,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=42274
559913,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=559913
130380,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=130380
512311,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=512311
87965,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=87965
44286,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=44286
397850,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397850
202471,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202471
97211,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=97211
1950,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1950
407621,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=407621
121185,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=121185
548178,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=548178
15197,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=15197
547430,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=547430
382957,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382957
6584,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6584
438483,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=438483
456524,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=456524
489516,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489516
45125,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45125
4550,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4550
489800,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489800
479442,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479442
391845,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=391845
25486,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25486
489517,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489517
527431,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=527431
383257,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383257
479376,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479376
479377,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479377
26760,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26760
452854,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=452854
45123,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45123
39942,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39942
15212,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=15212
15202,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=15202
547355,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=547355
12643,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=12643
74221,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74221
447279,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=447279
6585,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6585
159229,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159229
185142,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=185142
382961,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382961
221199,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221199
479378,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479378
43567,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=43567
39840,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39840
509361,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=509361
416810,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=416810
6583,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6583
554189,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=554189
3687,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3687
46049,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46049
121219,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=121219
466897,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466897
1793,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1793
383259,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383259
547377,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=547377
479443,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479443
2625,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2625
74295,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74295
382964,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382964
479375,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=479375
489520,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489520
184690,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184690
129582,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=129582
124758,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=124758
393964,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393964
466898,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=466898
107280,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=107280
3450,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3450
83803,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=83803
5680,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5680
567612,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=567612
48592,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=48592
3688,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3688
39722,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39722
368964,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=368964
3451,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3451
497702,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=497702
574270,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=574270
522206,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=522206
548180,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=548180
548181,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=548181
44294,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=44294
4551,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4551
5760,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5760
443018,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=443018
438490,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=438490
446837,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=446837
159758,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159758
159759,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159759
548448,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=548448
457249,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=457249
512344,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=512344
416811,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=416811
382277,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382277
416812,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=416812
574373,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=574373
491782,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=491782
491783,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=491783
193496,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=193496
439499,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=439499
567664,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=567664
563063,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=563063
470691,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=470691
439475,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=439475
147413,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=147413
397856,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397856
386327,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386327
527434,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=527434
574397,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=574397
151090,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=151090
154409,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=154409
142355,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=142355
527436,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=527436
382975,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382975
425954,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=425954
393968,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393968
382287,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382287
522242,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=522242
497705,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=497705
142026,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=142026
74636,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74636
567615,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=567615
394077,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394077
439503,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=439503
188973,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=188973
555191,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=555191
3692,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3692
512312,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=512312
107493,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=107493
143609,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=143609
497709,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=497709
50201,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50201
45992,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45992
45994,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45994
43491,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=43491
489529,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=489529
554190,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=554190
383294,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383294
19604,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19604
19841,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19841
19606,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19606
193624,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=193624
401939,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401939
476186,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=476186
455759,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=455759
452859,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=452859
152893,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152893
497710,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=497710
289218,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=289218
370496,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=370496
473092,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=473092
391874,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=391874
1821,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1821
571590,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=571590
6118,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6118
4980,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4980
397404,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397404
413680,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=413680
442132,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=442132
26275,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26275
397480,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397480
4833,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4833
26269,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26269
4834,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4834
22299,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=22299
509541,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=509541
25491,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=25491
73957,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=73957
146062,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146062
141992,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=141992
152876,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152876
425929,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=425929
464158,Creature,Goblin,https://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=464158
